date,plant,vehicle_model,part_name,supplier,defect_type,inspection_method,production_volume,defect_count,rework_cost,warranty_cost,test_stage,failure_mode,severity_score
2024-01-21,Plant-D,Utility-A,Dashboard Panel,Supplier-Beta,Warping,Manual,1258,15,12001,17491,PV,Dimensional Variation,1
2024-03-22,Plant-C,SUV-A,Door Trim,Supplier-Alpha,Paint Defect,Manual,1200,17,4165,17700,DV,Dimensional Variation,7
2024-03-09,Plant-A,SUV-A,Front Bumper,Supplier-Delta,Paint Defect,Manual,1463,12,11290,18723,DV,Paint Peeling,9
2024-05-10,Plant-B,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Manual,785,17,4243,13548,DV,Surface Damage,10
2024-03-27,Plant-B,SUV-A,Front Bumper,Supplier-Delta,Scratch,Manual,945,10,8319,11910,PV,Material Crack,6
2024-08-05,Plant-B,Utility-A,Door Trim,Supplier-Beta,Warping,Automated,1329,20,13447,12855,DV,Paint Peeling,6
2024-10-31,Plant-A,Utility-A,Front Bumper,Supplier-Gamma,Scratch,Automated,1348,16,11423,7520,Production,Dimensional Variation,1
2024-12-10,Plant-B,SUV-B,Dashboard Panel,Supplier-Alpha,Paint Defect,Automated,1231,14,11033,3392,DV,Dimensional Variation,10
2024-12-06,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Crack,Automated,1337,27,10407,9256,DV,Dimensional Variation,8
2024-06-09,Plant-C,SUV-B,Wheel Arch Cladding,Supplier-Beta,Warping,Manual,1452,10,14469,18354,DV,Dimensional Variation,2
2024-06-26,Plant-C,Offroad-A,Rear Bumper,Supplier-Delta,Crack,Automated,748,16,13453,13257,DV,Paint Peeling,4
2024-04-26,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Warping,Manual,590,18,8286,14735,Production,Loose Mounting,7
2024-07-14,Plant-B,Utility-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,535,14,2661,14472,Production,Loose Mounting,2
2024-11-22,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Crack,Automated,506,22,5941,12102,PV,Paint Peeling,2
2024-03-26,Plant-A,Utility-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,1005,16,8862,7130,DV,Loose Mounting,5
2024-10-15,Plant-D,Offroad-A,Rear Bumper,Supplier-Beta,Warping,Manual,820,18,10090,6453,PV,Paint Peeling,10
2024-03-21,Plant-A,SUV-B,Front Bumper,Supplier-Delta,Crack,Automated,701,19,14720,5216,Production,Paint Peeling,4
2024-05-31,Plant-D,SUV-B,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,1344,13,3092,9134,PV,Paint Peeling,9
2024-03-01,Plant-C,SUV-B,Rear Bumper,Supplier-Delta,Paint Defect,Manual,1052,13,12453,7074,DV,Dimensional Variation,7
2024-03-01,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Warping,Automated,1043,9,11374,11292,Production,Material Crack,4
2024-12-19,Plant-A,Utility-A,Front Bumper,Supplier-Beta,Warping,Manual,1153,13,4920,4196,PV,Loose Mounting,9
2024-01-28,Plant-C,SUV-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Manual,755,15,11216,14100,DV,Paint Peeling,2
2024-02-12,Plant-D,Utility-A,Dashboard Panel,Supplier-Gamma,Warping,Manual,660,12,6274,7774,Production,Surface Damage,9
2024-06-17,Plant-A,SUV-B,Door Trim,Supplier-Gamma,Paint Defect,Automated,529,14,2765,19406,PV,Dimensional Variation,8
2024-03-26,Plant-C,Offroad-A,Door Trim,Supplier-Delta,Crack,Manual,956,16,8397,19061,PV,Surface Damage,10
2024-06-25,Plant-D,Offroad-A,Dashboard Panel,Supplier-Alpha,Fitment Gap,Manual,761,18,11262,4498,Production,Loose Mounting,5
2024-01-17,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Crack,Manual,509,18,4231,8812,DV,Loose Mounting,2
2024-04-07,Plant-A,Offroad-A,Fender Cladding,Supplier-Gamma,Warping,Automated,1214,15,13801,7898,DV,Surface Damage,5
2024-07-16,Plant-B,SUV-B,Rear Bumper,Supplier-Gamma,Scratch,Automated,858,16,14514,15746,DV,Paint Peeling,2
2024-04-07,Plant-B,Utility-A,Dashboard Panel,Supplier-Beta,Crack,Automated,775,12,3721,17011,Production,Surface Damage,9
2024-03-05,Plant-D,Offroad-A,Door Trim,Supplier-Gamma,Warping,Manual,1356,20,14235,5189,DV,Paint Peeling,2
2024-11-25,Plant-D,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,623,20,4260,7222,DV,Dimensional Variation,7
2024-12-06,Plant-D,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Warping,Manual,1129,10,11235,14770,DV,Paint Peeling,9
2024-01-05,Plant-A,SUV-B,Door Trim,Supplier-Alpha,Fitment Gap,Automated,767,17,2134,19464,DV,Surface Damage,2
2024-01-02,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Scratch,Automated,777,11,12645,4900,Production,Material Crack,8
2024-01-22,Plant-A,SUV-B,Door Trim,Supplier-Beta,Scratch,Manual,575,15,2798,14061,Production,Dimensional Variation,7
2024-04-21,Plant-D,Offroad-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,1025,13,9457,7540,PV,Dimensional Variation,1
2024-02-26,Plant-A,SUV-A,Front Bumper,Supplier-Delta,Paint Defect,Manual,1117,14,9664,19766,PV,Surface Damage,7
2024-03-06,Plant-A,SUV-A,Front Bumper,Supplier-Delta,Scratch,Manual,675,19,13929,4050,Production,Material Crack,6
2024-11-25,Plant-B,Offroad-A,Fender Cladding,Supplier-Beta,Crack,Manual,1193,14,8920,11320,DV,Material Crack,4
2024-04-07,Plant-C,SUV-A,Dashboard Panel,Supplier-Gamma,Paint Defect,Manual,535,16,11141,19297,PV,Loose Mounting,1
2024-05-23,Plant-A,Utility-A,Dashboard Panel,Supplier-Gamma,Warping,Manual,1456,30,2104,4489,PV,Material Crack,10
2024-05-04,Plant-D,SUV-A,Fender Cladding,Supplier-Delta,Fitment Gap,Automated,1066,22,6276,9847,DV,Loose Mounting,1
2024-06-15,Plant-B,SUV-A,Fender Cladding,Supplier-Beta,Paint Defect,Automated,769,14,7353,4535,PV,Paint Peeling,9
2024-03-26,Plant-D,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,501,19,8405,13376,DV,Paint Peeling,5
2024-03-16,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Paint Defect,Manual,755,21,9507,18733,DV,Paint Peeling,2
2024-12-09,Plant-A,SUV-B,Rear Bumper,Supplier-Alpha,Warping,Automated,1013,11,11256,3055,Production,Loose Mounting,10
2024-10-20,Plant-A,Utility-A,Fender Cladding,Supplier-Delta,Fitment Gap,Manual,1072,15,1183,7445,Production,Material Crack,5
2024-02-28,Plant-C,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,862,13,3645,17250,Production,Surface Damage,3
2024-05-17,Plant-A,Offroad-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,606,10,6042,19248,PV,Dimensional Variation,9
2024-04-08,Plant-A,Utility-A,Wheel Arch Cladding,Supplier-Beta,Scratch,Manual,633,14,13184,10643,DV,Material Crack,6
2024-07-10,Plant-C,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,908,19,14071,7962,PV,Loose Mounting,4
2024-08-30,Plant-D,SUV-B,Rear Bumper,Supplier-Alpha,Scratch,Automated,950,19,9344,14229,PV,Surface Damage,10
2024-11-14,Plant-C,Utility-A,Front Bumper,Supplier-Delta,Crack,Automated,1034,14,2294,15451,Production,Loose Mounting,4
2024-02-18,Plant-C,Offroad-A,Front Bumper,Supplier-Gamma,Scratch,Automated,1084,12,2636,4078,PV,Loose Mounting,1
2024-02-01,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Automated,850,19,7222,3678,Production,Dimensional Variation,10
2024-10-03,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,527,10,4512,16565,DV,Surface Damage,4
2024-01-20,Plant-D,Offroad-A,Front Bumper,Supplier-Beta,Fitment Gap,Manual,1036,10,10998,3285,DV,Paint Peeling,2
2024-06-02,Plant-B,Utility-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,1366,19,10399,13413,PV,Material Crack,2
2024-03-08,Plant-B,Utility-A,Dashboard Panel,Supplier-Alpha,Scratch,Manual,564,21,7737,12045,Production,Paint Peeling,2
2024-08-01,Plant-A,SUV-B,Dashboard Panel,Supplier-Alpha,Fitment Gap,Manual,693,15,2572,15219,PV,Loose Mounting,2
2024-05-22,Plant-C,SUV-B,Door Trim,Supplier-Alpha,Paint Defect,Automated,706,22,6759,13138,Production,Dimensional Variation,1
2024-08-19,Plant-C,SUV-A,Rear Bumper,Supplier-Alpha,Scratch,Manual,798,15,4360,6914,DV,Surface Damage,3
2024-07-31,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Scratch,Manual,539,15,3178,3289,DV,Dimensional Variation,3
2024-03-19,Plant-A,SUV-B,Front Bumper,Supplier-Alpha,Crack,Manual,963,8,10520,5629,PV,Dimensional Variation,2
2024-08-01,Plant-A,SUV-B,Rear Bumper,Supplier-Beta,Paint Defect,Automated,522,15,9885,12911,DV,Surface Damage,5
2024-04-25,Plant-A,Offroad-A,Door Trim,Supplier-Gamma,Scratch,Automated,1188,15,11349,4667,DV,Surface Damage,4
2024-04-01,Plant-D,Utility-A,Front Bumper,Supplier-Delta,Scratch,Automated,1494,18,1104,16531,DV,Surface Damage,3
2024-09-26,Plant-B,SUV-B,Fender Cladding,Supplier-Beta,Fitment Gap,Automated,1275,23,4098,13485,PV,Dimensional Variation,5
2024-06-16,Plant-D,Offroad-A,Rear Bumper,Supplier-Alpha,Scratch,Automated,627,16,3435,5582,PV,Loose Mounting,3
2024-02-27,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Automated,762,17,6346,8588,Production,Dimensional Variation,8
2024-10-10,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Scratch,Automated,1288,13,3176,16838,DV,Loose Mounting,2
2024-01-26,Plant-A,SUV-B,Fender Cladding,Supplier-Beta,Scratch,Manual,534,13,3486,15019,Production,Material Crack,5
2024-03-06,Plant-C,Utility-A,Fender Cladding,Supplier-Alpha,Crack,Automated,986,12,6655,13081,DV,Loose Mounting,2
2024-09-04,Plant-B,Offroad-A,Door Trim,Supplier-Gamma,Paint Defect,Manual,600,24,2133,19074,Production,Material Crack,9
2024-09-10,Plant-C,Offroad-A,Fender Cladding,Supplier-Alpha,Crack,Automated,1236,16,11908,13870,DV,Paint Peeling,1
2024-02-13,Plant-D,SUV-A,Wheel Arch Cladding,Supplier-Alpha,Fitment Gap,Automated,1240,19,12797,4297,PV,Material Crack,5
2024-04-06,Plant-C,Utility-A,Door Trim,Supplier-Delta,Warping,Automated,1110,13,12414,12643,DV,Dimensional Variation,10
2024-02-11,Plant-B,SUV-A,Fender Cladding,Supplier-Gamma,Scratch,Automated,581,18,7356,13612,PV,Paint Peeling,4
2024-08-14,Plant-C,Offroad-A,Door Trim,Supplier-Gamma,Fitment Gap,Manual,816,16,7989,5364,PV,Dimensional Variation,3
2024-09-18,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Warping,Automated,1478,17,3567,4168,PV,Dimensional Variation,9
2024-06-15,Plant-D,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Manual,829,16,11041,18057,DV,Material Crack,1
2024-10-05,Plant-D,Offroad-A,Dashboard Panel,Supplier-Gamma,Scratch,Manual,695,14,4151,15528,Production,Surface Damage,7
2024-03-29,Plant-A,Offroad-A,Fender Cladding,Supplier-Beta,Warping,Manual,913,16,5578,16848,Production,Dimensional Variation,10
2024-06-26,Plant-A,SUV-B,Rear Bumper,Supplier-Beta,Crack,Automated,1376,16,4159,10757,PV,Paint Peeling,6
2024-07-15,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Warping,Automated,1008,15,3618,16332,Production,Dimensional Variation,1
2024-11-02,Plant-B,Offroad-A,Rear Bumper,Supplier-Beta,Warping,Manual,980,19,12353,2974,DV,Surface Damage,4
2024-09-23,Plant-C,SUV-A,Front Bumper,Supplier-Gamma,Paint Defect,Automated,567,19,8942,4134,Production,Surface Damage,10
2024-09-24,Plant-D,SUV-B,Dashboard Panel,Supplier-Delta,Scratch,Automated,892,12,6628,12716,PV,Dimensional Variation,1
2024-03-14,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Automated,772,14,8852,19009,DV,Surface Damage,3
2024-01-08,Plant-A,Utility-A,Door Trim,Supplier-Gamma,Crack,Manual,798,17,10471,19914,Production,Material Crack,1
2024-10-23,Plant-A,Utility-A,Door Trim,Supplier-Gamma,Crack,Manual,1370,15,7809,13588,Production,Loose Mounting,2
2024-06-12,Plant-C,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Manual,1355,19,14469,2058,DV,Surface Damage,1
2024-03-25,Plant-D,Utility-A,Fender Cladding,Supplier-Beta,Paint Defect,Manual,1452,16,9385,11014,Production,Dimensional Variation,5
2024-03-12,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Delta,Paint Defect,Manual,1370,23,1379,19678,DV,Surface Damage,6
2024-02-24,Plant-C,SUV-B,Front Bumper,Supplier-Beta,Crack,Automated,640,11,13522,12358,PV,Dimensional Variation,2
2024-02-16,Plant-A,SUV-B,Front Bumper,Supplier-Gamma,Warping,Manual,684,17,7196,19048,DV,Paint Peeling,3
2024-08-25,Plant-A,Utility-A,Door Trim,Supplier-Gamma,Scratch,Manual,1165,12,1678,6518,Production,Dimensional Variation,2
2024-04-13,Plant-B,SUV-B,Rear Bumper,Supplier-Delta,Scratch,Manual,688,17,1619,14776,Production,Paint Peeling,7
2024-07-28,Plant-C,SUV-A,Rear Bumper,Supplier-Delta,Fitment Gap,Manual,1073,29,12146,3200,PV,Loose Mounting,1
2024-02-11,Plant-B,SUV-A,Fender Cladding,Supplier-Delta,Crack,Automated,518,15,3699,16260,Production,Material Crack,7
2024-11-11,Plant-B,Offroad-A,Fender Cladding,Supplier-Delta,Crack,Automated,580,15,10855,12225,Production,Loose Mounting,5
2024-09-24,Plant-D,Utility-A,Front Bumper,Supplier-Gamma,Paint Defect,Manual,997,11,4554,19969,Production,Dimensional Variation,9
2024-09-19,Plant-D,Offroad-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Automated,1041,19,7321,19082,Production,Loose Mounting,7
2024-12-01,Plant-A,SUV-B,Rear Bumper,Supplier-Alpha,Fitment Gap,Manual,1138,13,11295,9669,Production,Paint Peeling,1
2024-12-30,Plant-C,Utility-A,Wheel Arch Cladding,Supplier-Delta,Crack,Manual,717,13,9615,11701,DV,Loose Mounting,2
2024-09-15,Plant-D,Offroad-A,Door Trim,Supplier-Delta,Paint Defect,Manual,1024,14,11094,3597,PV,Material Crack,6
2024-10-09,Plant-A,Utility-A,Rear Bumper,Supplier-Beta,Scratch,Automated,1188,16,13175,7785,Production,Surface Damage,2
2024-04-23,Plant-C,Utility-A,Dashboard Panel,Supplier-Beta,Paint Defect,Automated,837,20,13464,16177,Production,Paint Peeling,4
2024-12-28,Plant-A,Offroad-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,620,18,12551,5816,DV,Loose Mounting,1
2024-02-09,Plant-D,Utility-A,Door Trim,Supplier-Alpha,Crack,Manual,968,13,7737,14899,DV,Loose Mounting,8
2024-08-07,Plant-A,SUV-B,Dashboard Panel,Supplier-Delta,Paint Defect,Manual,871,16,12636,19121,Production,Loose Mounting,9
2024-05-08,Plant-C,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Automated,981,20,11668,15164,PV,Paint Peeling,9
2024-01-08,Plant-C,SUV-A,Front Bumper,Supplier-Alpha,Warping,Manual,678,14,1212,14106,DV,Loose Mounting,8
2024-04-10,Plant-A,Utility-A,Fender Cladding,Supplier-Gamma,Fitment Gap,Manual,610,17,4535,10332,PV,Surface Damage,9
2024-06-24,Plant-C,SUV-A,Front Bumper,Supplier-Alpha,Scratch,Automated,508,13,12590,11123,Production,Dimensional Variation,4
2024-04-16,Plant-A,Utility-A,Door Trim,Supplier-Delta,Crack,Manual,721,11,3948,10053,Production,Loose Mounting,3
2024-04-10,Plant-C,Offroad-A,Front Bumper,Supplier-Gamma,Paint Defect,Automated,1296,20,3431,11062,Production,Surface Damage,6
2024-09-16,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Crack,Manual,1360,17,1171,16973,Production,Paint Peeling,3
2024-09-02,Plant-A,SUV-A,Rear Bumper,Supplier-Gamma,Crack,Automated,1121,15,7312,8434,DV,Dimensional Variation,1
2024-10-01,Plant-A,Offroad-A,Wheel Arch Cladding,Supplier-Gamma,Scratch,Manual,1478,18,2632,5868,Production,Paint Peeling,5
2024-02-01,Plant-B,SUV-B,Dashboard Panel,Supplier-Beta,Crack,Manual,1147,16,7878,2755,Production,Dimensional Variation,10
2024-05-16,Plant-C,SUV-A,Rear Bumper,Supplier-Gamma,Paint Defect,Automated,607,14,9532,11060,Production,Surface Damage,4
2024-01-12,Plant-D,SUV-A,Door Trim,Supplier-Alpha,Fitment Gap,Manual,836,13,14506,14158,DV,Surface Damage,9
2024-10-28,Plant-A,SUV-B,Rear Bumper,Supplier-Beta,Crack,Automated,703,17,6065,14861,Production,Dimensional Variation,5
2024-01-16,Plant-B,Offroad-A,Front Bumper,Supplier-Delta,Paint Defect,Manual,1026,14,8114,10912,Production,Surface Damage,2
2024-05-08,Plant-D,Offroad-A,Fender Cladding,Supplier-Delta,Paint Defect,Automated,952,17,5245,12637,PV,Material Crack,1
2024-03-03,Plant-A,SUV-A,Rear Bumper,Supplier-Delta,Scratch,Manual,1173,16,13688,5486,DV,Dimensional Variation,9
2024-04-18,Plant-D,SUV-B,Rear Bumper,Supplier-Delta,Crack,Automated,1447,9,10816,19907,PV,Loose Mounting,2
2024-01-21,Plant-B,Offroad-A,Fender Cladding,Supplier-Delta,Scratch,Automated,1445,15,14160,5473,PV,Loose Mounting,7
2024-06-06,Plant-D,SUV-B,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,694,14,7107,13089,PV,Loose Mounting,6
2024-09-25,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Gamma,Fitment Gap,Manual,760,21,9881,15966,Production,Loose Mounting,5
2024-06-10,Plant-D,SUV-A,Rear Bumper,Supplier-Beta,Paint Defect,Automated,1365,14,10939,16770,PV,Loose Mounting,2
2024-09-16,Plant-D,SUV-B,Dashboard Panel,Supplier-Gamma,Crack,Automated,508,20,7109,12676,DV,Material Crack,8
2024-04-11,Plant-A,SUV-B,Door Trim,Supplier-Gamma,Paint Defect,Automated,715,14,5254,17220,DV,Loose Mounting,6
2024-08-10,Plant-B,Utility-A,Front Bumper,Supplier-Alpha,Crack,Manual,1272,16,8052,17098,PV,Surface Damage,8
2024-02-28,Plant-B,SUV-B,Front Bumper,Supplier-Alpha,Scratch,Automated,1422,18,13233,7499,Production,Paint Peeling,4
2024-09-03,Plant-D,Offroad-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Automated,612,16,3098,13666,DV,Surface Damage,10
2024-05-07,Plant-C,SUV-A,Dashboard Panel,Supplier-Beta,Fitment Gap,Automated,1128,15,2783,18048,Production,Surface Damage,6
2024-10-09,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,839,17,4872,15523,DV,Material Crack,9
2024-11-20,Plant-C,SUV-B,Rear Bumper,Supplier-Gamma,Warping,Manual,546,16,3920,16925,PV,Material Crack,3
2024-01-25,Plant-D,SUV-B,Rear Bumper,Supplier-Beta,Warping,Manual,1329,23,1019,3978,DV,Surface Damage,9
2024-05-10,Plant-B,Offroad-A,Fender Cladding,Supplier-Alpha,Warping,Automated,1312,15,10165,10648,PV,Surface Damage,6
2024-12-18,Plant-D,Utility-A,Door Trim,Supplier-Alpha,Crack,Automated,988,11,12131,10468,PV,Loose Mounting,1
2024-07-14,Plant-D,SUV-A,Fender Cladding,Supplier-Alpha,Scratch,Manual,821,12,1071,7111,Production,Paint Peeling,4
2024-10-07,Plant-C,Utility-A,Rear Bumper,Supplier-Gamma,Crack,Manual,1290,18,3789,6408,DV,Material Crack,5
2024-06-02,Plant-B,Offroad-A,Wheel Arch Cladding,Supplier-Alpha,Crack,Manual,597,18,11203,6341,PV,Paint Peeling,2
2024-05-12,Plant-C,SUV-A,Fender Cladding,Supplier-Gamma,Scratch,Manual,944,16,3377,16394,PV,Paint Peeling,7
2024-08-14,Plant-D,Offroad-A,Door Trim,Supplier-Beta,Crack,Automated,592,16,4704,15516,DV,Material Crack,4
2024-07-07,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Scratch,Manual,1310,17,1999,17546,Production,Paint Peeling,9
2024-09-21,Plant-D,Offroad-A,Fender Cladding,Supplier-Delta,Warping,Manual,751,19,2677,8301,Production,Loose Mounting,10
2024-05-13,Plant-D,SUV-B,Front Bumper,Supplier-Delta,Warping,Automated,662,19,1061,5132,Production,Material Crack,4
2024-07-29,Plant-C,Utility-A,Front Bumper,Supplier-Gamma,Crack,Automated,657,14,7322,2211,Production,Surface Damage,9
2024-02-29,Plant-A,SUV-A,Rear Bumper,Supplier-Alpha,Fitment Gap,Manual,1078,10,6837,13398,PV,Dimensional Variation,5
2024-12-29,Plant-A,SUV-A,Rear Bumper,Supplier-Alpha,Scratch,Manual,637,7,6829,19717,PV,Loose Mounting,6
2024-12-29,Plant-C,Utility-A,Fender Cladding,Supplier-Delta,Paint Defect,Manual,883,9,12361,2747,PV,Material Crack,9
2024-07-31,Plant-B,SUV-B,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Manual,811,17,1126,11235,Production,Paint Peeling,10
2024-08-03,Plant-A,SUV-A,Dashboard Panel,Supplier-Beta,Crack,Automated,789,16,4664,7391,Production,Surface Damage,7
2024-08-13,Plant-A,Offroad-A,Rear Bumper,Supplier-Gamma,Fitment Gap,Manual,564,7,7652,15825,PV,Dimensional Variation,4
2024-05-10,Plant-C,SUV-B,Fender Cladding,Supplier-Delta,Scratch,Manual,1273,18,2883,10073,PV,Material Crack,9
2024-03-16,Plant-B,SUV-A,Fender Cladding,Supplier-Gamma,Warping,Manual,697,11,6925,10947,PV,Loose Mounting,4
2024-10-12,Plant-B,Offroad-A,Dashboard Panel,Supplier-Gamma,Crack,Manual,1182,16,6262,13874,DV,Loose Mounting,5
2024-10-03,Plant-D,Offroad-A,Fender Cladding,Supplier-Beta,Scratch,Automated,1027,16,4619,17530,PV,Surface Damage,9
2024-06-04,Plant-D,SUV-A,Dashboard Panel,Supplier-Delta,Scratch,Manual,1202,12,11979,18539,DV,Loose Mounting,8
2024-09-04,Plant-C,Utility-A,Dashboard Panel,Supplier-Gamma,Scratch,Automated,1460,11,5104,13529,Production,Material Crack,10
2024-08-05,Plant-B,Utility-A,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,1400,18,3795,16028,Production,Surface Damage,6
2024-07-08,Plant-C,SUV-A,Fender Cladding,Supplier-Beta,Scratch,Manual,1036,18,11978,13169,Production,Dimensional Variation,6
2024-06-11,Plant-D,Offroad-A,Front Bumper,Supplier-Alpha,Fitment Gap,Manual,749,13,14626,10263,DV,Material Crack,7
2024-06-28,Plant-C,Utility-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,1038,13,2260,5832,Production,Loose Mounting,1
2024-02-03,Plant-C,Utility-A,Door Trim,Supplier-Delta,Scratch,Automated,1181,19,6941,14243,DV,Dimensional Variation,4
2024-02-10,Plant-A,Utility-A,Dashboard Panel,Supplier-Alpha,Warping,Manual,616,18,9336,11782,PV,Dimensional Variation,8
2024-11-02,Plant-A,SUV-B,Door Trim,Supplier-Gamma,Scratch,Automated,1391,22,7136,19855,DV,Surface Damage,10
2024-12-03,Plant-A,Utility-A,Fender Cladding,Supplier-Beta,Warping,Automated,1066,22,14295,14124,Production,Loose Mounting,10
2024-11-09,Plant-D,SUV-A,Rear Bumper,Supplier-Beta,Crack,Manual,985,21,6715,10560,Production,Paint Peeling,7
2024-03-15,Plant-C,SUV-A,Wheel Arch Cladding,Supplier-Beta,Paint Defect,Automated,862,20,5089,10049,Production,Dimensional Variation,2
2024-10-05,Plant-A,SUV-B,Fender Cladding,Supplier-Alpha,Crack,Automated,525,16,10740,8515,DV,Dimensional Variation,7
2024-06-24,Plant-A,SUV-B,Wheel Arch Cladding,Supplier-Beta,Fitment Gap,Automated,1283,14,2994,9849,Production,Material Crack,5
2024-05-29,Plant-A,SUV-A,Front Bumper,Supplier-Gamma,Crack,Automated,1376,17,9818,6509,PV,Surface Damage,10
2024-09-29,Plant-D,SUV-B,Door Trim,Supplier-Gamma,Paint Defect,Automated,1119,22,14610,2827,Production,Paint Peeling,6
2024-11-20,Plant-D,Utility-A,Front Bumper,Supplier-Alpha,Paint Defect,Manual,1101,18,13256,4775,Production,Loose Mounting,10
2024-04-17,Plant-C,Offroad-A,Rear Bumper,Supplier-Gamma,Warping,Manual,992,14,9667,16113,DV,Loose Mounting,1
2024-05-18,Plant-C,Offroad-A,Rear Bumper,Supplier-Delta,Crack,Manual,856,20,3311,8185,Production,Material Crack,1
2024-12-15,Plant-C,Offroad-A,Dashboard Panel,Supplier-Delta,Fitment Gap,Automated,911,13,9595,15076,DV,Paint Peeling,8
2024-09-27,Plant-A,SUV-A,Fender Cladding,Supplier-Beta,Fitment Gap,Manual,975,14,13410,17649,PV,Loose Mounting,10
2024-12-12,Plant-B,SUV-B,Dashboard Panel,Supplier-Beta,Warping,Automated,913,17,14521,18671,Production,Dimensional Variation,7
2024-10-15,Plant-D,Offroad-A,Rear Bumper,Supplier-Delta,Warping,Manual,1393,16,5294,10511,PV,Dimensional Variation,1
2024-07-30,Plant-A,Utility-A,Rear Bumper,Supplier-Gamma,Crack,Automated,621,10,12580,3869,DV,Material Crack,10
2024-09-28,Plant-A,Utility-A,Dashboard Panel,Supplier-Alpha,Warping,Automated,960,18,1555,17133,PV,Loose Mounting,2
